NomeLoja;LojaCampea;EnderecoWeb;Cidade;Estrelas;Segmento;Distancia;Tempo;Frete
Culinária do Chef;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/culinaria-do-chef-desterro/bce5f658-31f0-4089-8073-15b1f7000ca7;abreu-e-lima-pe;Novidade;Salgados;3.2 km;Fechado;Grátis
S.i.j Delivery;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sij-delivery-desterro/eb29d042-5e6e-4172-96b4-d8643991e286;abreu-e-lima-pe;-;Marmita;3.2 km;Fechado;Grátis
Rei Burguer;Não;https://www.ifood.com.br/delivery/igarassu-pe/rei-burguer-agamenon-magalhaes/c4215f14-6dfd-4544-b881-97c9d800a727;igarassu-pe;Novidade;Hambúrguer;3.2 km;Fechado;R$ 6,99
Comedoria É Massa;Não;https://www.ifood.com.br/delivery/igarassu-pe/comedoria-e-massa-centro/3cb97da0-6596-4003-a810-ae2c58a0a9b3;igarassu-pe;-;Italiana;3.3 km;Fechado;R$ 6,99
Açúcar e Afeto;Não;https://www.ifood.com.br/delivery/igarassu-pe/acucar-e-afeto-agamenon-magalhaes/64ec3be0-1543-4b87-839d-77762cb268b4;igarassu-pe;Novidade;Doces & Bolos;3.3 km;Fechado;R$ 5,99
Madrugão Burguer;Não;https://www.ifood.com.br/delivery/igarassu-pe/madrugao-burguer-agamenon-magalhaes/65e9518a-6ec0-41a0-a402-5f3b33d8dd6f;igarassu-pe;-;Lanches;3.3 km;Fechado;R$ 5,99
Delícias da Dani;Não;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-dani-agamenon-magalhaes/2393573c-9738-4961-bc12-653d91e00122;igarassu-pe;-;Doces & Bolos;3.3 km;Fechado;R$ 5,99
Pizzaria Rosas de Italia;Não;https://www.ifood.com.br/delivery/igarassu-pe/pizzaria-rosas-de-italia-santa-maria/c3059c35-937f-4226-b723-5c72752895aa;igarassu-pe;Novidade;Pizza;3.3 km;Fechado;R$ 8,50
Açai Delais;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/acai-delais-fosfato/8c570553-28d0-4248-890f-e4247c8b0577;abreu-e-lima-pe;Novidade;Congelados;3.4 km;Fechado;R$ 6,99
Piratas Burguer Oficial;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/piratas-burguer-oficial-matinha/5b32556f-61a8-41a8-b81b-5f734397ecaa;abreu-e-lima-pe;4.4;Lanches;3.5 km;Fechado;R$ 7,00
Doce Infância & Cia;Não;https://www.ifood.com.br/delivery/igarassu-pe/doce-infancia--cia-agamenon-magalhaes/11c8c4e3-691f-474b-9fa1-1e68643b2767;igarassu-pe;Novidade;Brasileira;3.5 km;Fechado;R$ 5,99
Guria Nordestina Confeitaria Gaúcha;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/guria-nordestina-confeitaria-gaucha-matinha/14d5acc6-c9ee-4f58-917b-d43963ed8e46;abreu-e-lima-pe;Novidade;Doces & Bolos;3.5 km;Fechado;R$ 6,99
Ml Caseiros;Não;https://www.ifood.com.br/delivery/igarassu-pe/ml-caseiros-agamenon-magalhaes/38760c8e-8996-4392-9ad5-a08f3f39a779;igarassu-pe;Novidade;Brasileira;3.5 km;Fechado;R$ 6,99
Coxinhas Abreu;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/coxinhas-abreu-matinha/9097a3f7-beca-4155-989e-b67903091cb7;abreu-e-lima-pe;-;Brasileira;3.5 km;Fechado;R$ 6,99
Cris Açaiteria;Não;https://www.ifood.com.br/delivery/igarassu-pe/cris-acaiteria-santa-rita/b3c5f34c-8ba4-4453-9e3e-b0123d51f321;igarassu-pe;Novidade;Açaí;3.5 km;Fechado;R$ 8,99
Jj Galetos;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/jj-galetos-boa-esperanca/487de182-cf49-4bc4-9e7b-316e4c01580d;abreu-e-lima-pe;Novidade;Brasileira;3.5 km;Fechado;R$ 7,99
China Yakibium;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/china-yakibium-desterro/a111ff44-adbd-4626-88f5-4de4b0f36c21;abreu-e-lima-pe;-;Chinesa;3.5 km;Fechado;Grátis
Luddy's Patisserie;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/luddys-patisserie-boa-esperanca/d1eaa1a6-0f4e-45ac-a4dd-d8c98fa714b1;abreu-e-lima-pe;-;Doces & Bolos;3.5 km;Fechado;R$ 6,99
O Tempero Regional;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/o-tempero-regional-matinha/7f99f6e5-1cc1-4d4f-b2d7-fa7e448a5014;abreu-e-lima-pe;Novidade;Brasileira;3.6 km;Fechado;R$ 7,00
Donna Irene Café;Não;https://www.ifood.com.br/delivery/igarassu-pe/donna-irene-cafe-centro/e749a126-ad8c-4862-8b4f-69d2b915281e;igarassu-pe;Novidade;Cafeteria;3.6 km;Fechado;R$ 6,00
Lone Açai;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/lone-acai-matinha/9ec64ea6-9c69-4363-a1c2-5cbb48bf8866;abreu-e-lima-pe;-;Açaí;3.6 km;Fechado;R$ 6,00
Tapioca Raízes do Sertão;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/tapioca-raizes-do-sertao-boa-esperanca/18493413-ed78-4e5f-9ec0-41a039be6580;abreu-e-lima-pe;-;Tapioca;3.7 km;Fechado;R$ 6,99
Fred's Pizza;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/freds-pizza-alto-sao-miguel/d2d5f37a-b4c4-437d-baa1-447fdb26fe34;abreu-e-lima-pe;Novidade;Pizza;3.7 km;Fechado;R$ 7,00
Tavares Burguer;Não;https://www.ifood.com.br/delivery/igarassu-pe/tavares-burguer-agamenon-magalhaes/502b198a-3435-4ed6-8dcd-2f04b2f7c06a;igarassu-pe;4.9;Lanches;3.7 km;Fechado;R$ 5,00
Kit Festa Bem Casado Salgaderia e Doceria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/kit-festa-bem-casado-salgaderia-e-doceria-boa-esperanca/bafe48ca-3bb4-4a4e-b6ee-639a2e210928;abreu-e-lima-pe;Novidade;Salgados;3.8 km;Fechado;R$ 6,99
Sucfit;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sucfit-matinha/23ec4a81-5df1-4a80-b0fa-44803e27e36b;abreu-e-lima-pe;Novidade;Saudável;3.8 km;Fechado;R$ 7,00
Doce Cacau;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/doce-cacau-matinha/d96b8719-b53c-4e71-afdd-49719397a897;abreu-e-lima-pe;Novidade;Doces & Bolos;3.8 km;Fechado;R$ 6,99
Le Doceria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/le-doceria-matinha/ea96575d-aaf9-4c9b-8ef8-495e313567fa;abreu-e-lima-pe;Novidade;Doces & Bolos;3.8 km;Fechado;R$ 6,99
Cheff Lanches;Não;https://www.ifood.com.br/delivery/igarassu-pe/cheff-lanches-centro/5699b884-c0d8-40bf-a1bd-6f329ec8fdbf;igarassu-pe;Novidade;Lanches;3.9 km;Fechado;R$ 8,99
Hamburgueria e Açaí da Mabelle;Não;https://www.ifood.com.br/delivery/igarassu-pe/hamburgueria-e-acai-da-mabelle-agamenon-magalhaes/8a970752-62e5-499f-9311-d9eab3c84a99;igarassu-pe;Novidade;Açaí;3.9 km;Fechado;R$ 5,00
Galeto do Neto;Não;https://www.ifood.com.br/delivery/igarassu-pe/galeto-do-neto-agamenon-magalhaes/484972ae-6571-4465-bf7a-c676fcee5ec1;igarassu-pe;5.0;Brasileira;4.0 km;Fechado;R$ 7,00
Big Lanches;Não;https://www.ifood.com.br/delivery/igarassu-pe/big-lanches-centro/d6b1b94d-0659-4ff3-a28b-e80fbe790f4e;igarassu-pe;4.8;Lanches;4.1 km;Fechado;R$ 8,99
Shirley Rocha Cakes;Não;https://www.ifood.com.br/delivery/igarassu-pe/shirley-rocha-cakes-agamenon-magalhaes/f1f434df-9a5f-4cad-a16b-16b3a1c760e6;igarassu-pe;Novidade;Doces & Bolos;4.1 km;Fechado;R$ 9,99
Espetinho do Irmão;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/espetinho-do-irmao-alto-sao-miguel/e8cede67-e4f4-4778-ab67-7ac7fbc3addd;abreu-e-lima-pe;-;Brasileira;4.1 km;Fechado;R$ 10,99
Petiscaria São Miguel;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/petiscaria-sao-miguel-alto-sao-miguel/4ee494aa-a3b1-4dc3-a4a3-e1910c4b6ceb;abreu-e-lima-pe;-;Brasileira;4.1 km;Fechado;R$ 10,00
Doce Sonho;Não;https://www.ifood.com.br/delivery/igarassu-pe/doce-sonho-agamenon-magalhaes/26349cb1-901b-4f19-880d-1f72c97aec0c;igarassu-pe;Novidade;Doces & Bolos;4.1 km;Fechado;R$ 8,99
A Casa do Pastel 103;Não;https://www.ifood.com.br/delivery/igarassu-pe/a-casa-do-pastel-103-santa-rita/78369ecd-6911-4fc9-a266-41e6bb54c6a9;igarassu-pe;Novidade;Pastel;4.1 km;Fechado;R$ 9,99
Loja de Conveniência Br Mania;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/loja-de-conveniencia-br-mania-centro/2eaf2954-4f68-4025-8c86-27054fa45844;abreu-e-lima-pe;Novidade;Conveniência;4.1 km;Fechado;R$ 11,99
Açaí da Linda - o Arretado de Bom;Não;https://www.ifood.com.br/delivery/igarassu-pe/acai-da-linda---o-arretado-de-bom-agamenon-magalhaes/74a9d72e-6511-494d-a51e-be3fe7c83949;igarassu-pe;-;Lanches;4.1 km;Fechado;R$ 8,99
Cuscuz e Açai  Regional;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/cuscuz-e-acai--regional-santa-rita/9bafc067-2bcb-4ee1-b423-03c004c79fc8;abreu-e-lima-pe;-;Açaí;4.1 km;Fechado;R$ 5,00
Rekantosushi Temakeria.;Não;https://www.ifood.com.br/delivery/igarassu-pe/rekantosushi-temakeria-agamenon-magalhaes/3b71b21e-346e-4af9-a02a-31e9f6fbebbc;igarassu-pe;3.7;Japonesa;4.1 km;Fechado;R$ 7,00
Gloriosa Temakeria;Não;https://www.ifood.com.br/delivery/igarassu-pe/gloriosa-temakeria-agamenon-magalhaes/48434025-a36d-428c-9dc7-4aa95bcc7392;igarassu-pe;4.6;Japonesa;4.1 km;Fechado;R$ 7,00
Petisco Caseiro;Não;https://www.ifood.com.br/delivery/igarassu-pe/petisco-caseiro-centro/4235e562-0001-437a-9e35-9da466fbc591;igarassu-pe;Novidade;Brasileira;4.2 km;Fechado;R$ 12,00
Point do Acarajé e Tapiocaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/point-do-acaraje-e-tapiocaria-jardim-caetes/c72461a2-414d-4f23-9beb-afa5351712c7;abreu-e-lima-pe;Novidade;Africana;4.2 km;Fechado;R$ 8,99
Kommidas Delivery;Não;https://www.ifood.com.br/delivery/igarassu-pe/kommidas-delivery-agamenon-magalhaes/7a6c3c40-6c49-4022-badf-2018311c02fd;igarassu-pe;Novidade;Lanches;4.2 km;Fechado;R$ 8,00
Expresso Comida;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/expresso-comida-jardim-caetes/00e78dc8-9dab-4f06-beec-67f37f8bef02;abreu-e-lima-pe;Novidade;Brasileira;4.3 km;Fechado;R$ 8,99
Mestre Chinês- Shopping Igarassu;Não;https://www.ifood.com.br/delivery/igarassu-pe/mestre-chines--shopping-igarassu-centro/68897060-76b2-4424-ad93-10b9fd6a2f2c;igarassu-pe;Novidade;Chinesa;4.3 km;Fechado;R$ 9,99
Doceria Celly Cavalcanti;Não;https://www.ifood.com.br/delivery/igarassu-pe/doceria-celly-cavalcanti-bela-vista/6c7bf900-81f2-45ba-8d51-8fe121882ca2;igarassu-pe;5.0;Doces & Bolos;4.3 km;Fechado;R$ 8,99
Almoço da Vera;Não;https://www.ifood.com.br/delivery/igarassu-pe/almoco-da-vera-agamenon-magalhaes/480080a3-bf6e-4773-8700-f4388fcee033;igarassu-pe;Novidade;Marmita;4.3 km;Fechado;R$ 9,99
Carlito Pizza e Lanches;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/carlito-pizza-e-lanches-alto-sao-miguel/30412223-343e-4430-a5c9-7525be1c1df9;abreu-e-lima-pe;4.8;Brasileira;4.3 km;Fechado;R$ 7,00
Erivan Açaí - Cupom de 10,00 de Desconto Disponível;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/erivan-acai---cupom-de-1000-de-desconto-disponivel-centro/01219431-5cdb-4211-b572-a767a7e82c95;abreu-e-lima-pe;Novidade;Açaí;4.3 km;Fechado;R$ 8,99
Willburguer Comedoria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/willburguer-comedoria-boa-esperanca/c14745cb-2faa-4a38-b8b4-2ccc69f7b09c;abreu-e-lima-pe;Novidade;Lanches;4.3 km;Fechado;R$ 6,00
No Forno;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/no-forno-centro/9e419f64-1da1-4fbe-9608-426f1b4962c2;abreu-e-lima-pe;-;Pizza;4.4 km;Fechado;R$ 9,00
Dona Zezé;Não;https://www.ifood.com.br/delivery/igarassu-pe/dona-zeze-campina-de-feira/4e71aa33-1898-4fce-8989-56ddbe67b45c;igarassu-pe;4.5;Brasileira;4.5 km;Fechado;R$ 5,00
Delicie Ice Cream;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/delicie-ice-cream-centro/0f810d65-d264-4d1d-9c8d-ac972f39850d;abreu-e-lima-pe;Novidade;Sorvetes;4.5 km;Fechado;R$ 7,99
Jr Hamburgueria;Não;https://www.ifood.com.br/delivery/igarassu-pe/jr-hamburgueria-campina-de-feira/f06bdff1-e90e-4412-85da-185352b4146e;igarassu-pe;Novidade;Hambúrguer;4.5 km;Fechado;R$ 10,99
Sorvetes Frosty - Abreu e Lima;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sorvetes-frosty---abreu-e-lima-centro/dbb6ed7d-9ad8-4321-b954-b068c59284d4;abreu-e-lima-pe;5.0;Sorvetes;4.5 km;Fechado;R$ 6,99
Amigas Açai;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/amigas-acai-centro/81609309-9542-46ec-a2a5-5106f1dd3601;abreu-e-lima-pe;Novidade;Açaí;4.5 km;Fechado;Grátis
Ponto Bom Frios e Laticínios e Lanchonet;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/ponto-bom-frios-e-laticinios-e-lanchonet-boa-esperanca/36018ef5-c3f2-4f7d-9c28-5ae85559b964;abreu-e-lima-pe;Novidade;Brasileira;4.5 km;Fechado;R$ 11,49
Rua do Lanche;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/rua-do-lanche-centro/d7a5d4b3-54ba-4b02-827c-235295210e8f;abreu-e-lima-pe;Novidade;Lanches;4.5 km;Fechado;R$ 9,99
Moraes Burger;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/moraes-burger-centro/4cb86899-0caf-4608-9a7b-e38b2a3cdc4d;abreu-e-lima-pe;-;Lanches;4.5 km;Fechado;R$ 4,99
Ti Burger;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/ti-burger-centro/9c71e6a3-9e8e-441f-8fa2-4d6980b4edda;abreu-e-lima-pe;Novidade;Hambúrguer;4.5 km;Fechado;R$ 4,99
Mo'vida Salgados;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/movida-salgados-centro/f7d3d433-7af7-48bb-80cd-0b10ead2228f;abreu-e-lima-pe;Novidade;Salgados;4.6 km;Fechado;R$ 9,99
Sushi Net;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sushi-net-planalto/db2dc0c6-e085-411d-807a-9e2dc955816a;abreu-e-lima-pe;-;Japonesa;4.6 km;Fechado;R$ 7,00
Delicias do Davi Cristiano;Não;https://www.ifood.com.br/delivery/igarassu-pe/delicias-do-davi-cristiano-agamenon-magalhaes/34d898e2-5ea1-4e27-b3f5-786a0316ce05;igarassu-pe;Novidade;Marmita;4.6 km;Fechado;R$ 10,99
Rieli Doceria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/rieli-doceria-centro/f1aa7e8d-9a94-4e7a-bf0e-889b06fbd408;abreu-e-lima-pe;Novidade;Doces & Bolos;4.6 km;Fechado;R$ 9,99
Restaurante Mixdog;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/restaurante-mixdog-centro/d23f72e1-402a-4874-a5d6-65fd98e586be;abreu-e-lima-pe;-;Brasileira;4.7 km;Fechado;R$ 8,99
Maricota Burgueria e Pizzaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/maricota-burgueria-e-pizzaria-centro/4cfdf70e-d90f-4273-b1f5-776c8573039d;abreu-e-lima-pe;-;Pizza;4.7 km;Fechado;R$ 7,00
Dignus Churros;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dignus-churros-planalto/f0ecf7d7-e217-4c1b-b812-38cbe71c3b1e;abreu-e-lima-pe;4.8;Lanches;4.7 km;Fechado;R$ 6,00
Amor Doce;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/amor-doce-planalto/351655ea-e8cd-4170-8e01-722d67c5bd5b;abreu-e-lima-pe;Novidade;Doces & Bolos;4.7 km;Fechado;R$ 10,00
Mestre dos Salgados;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/mestre-dos-salgados-centro/6a7c1aa6-4162-4eb5-b31a-96dbb7bc1368;abreu-e-lima-pe;-;Pizza;4.7 km;Fechado;R$ 8,99
Box China;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/box-china-planalto/f100b98e-25ea-4e9d-aad0-2bdb99c5f2fc;abreu-e-lima-pe;5.0;Chinesa;4.7 km;Fechado;R$ 9,99
Sorvetes Bacana;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sorvetes-bacana-centro/1ea9487f-3781-47fd-8f08-c615d842f102;abreu-e-lima-pe;5.0;Lanches;4.8 km;Fechado;R$ 8,99
Megacrocks;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/megacrocks-centro/fc04cffb-f71f-4807-b9fe-62156697af12;abreu-e-lima-pe;Novidade;Salgados;4.8 km;Fechado;R$ 8,99
Pink Doceria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/pink-doceria-timbo/53d9a6d0-d20b-4c67-9fae-4db01482577a;abreu-e-lima-pe;Novidade;Doces & Bolos;4.8 km;Fechado;R$ 11,49
Delicias da Dryca;Sim;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-dryca-bela-vista/47866dba-6f77-45e1-9e6a-4bc6d4a8c5a7;igarassu-pe;4.7;Lanches;4.8 km;Fechado;R$ 11,99
La Nave Restaurante;Não;https://www.ifood.com.br/delivery/igarassu-pe/la-nave-restaurante-centro/f5936329-b622-4be0-b658-7a2b1888e6f5;igarassu-pe;Novidade;Brasileira;4.8 km;Fechado;R$ 10,00
Açaí do Amor;Não;https://www.ifood.com.br/delivery/igarassu-pe/acai-do-amor-sitio-dos-marcos/ccef5922-b018-47dd-8ee9-544ad6299321;igarassu-pe;Novidade;Açaí;4.9 km;Fechado;R$ 10,99
Império do Pastel;Não;https://www.ifood.com.br/delivery/igarassu-pe/imperio-do-pastel-centro/e3b503dd-3378-4d5f-9523-5fbdc6dd1fa5;igarassu-pe;-;Pastel;4.9 km;Fechado;R$ 9,99
Mjss Doceria e Conveniência;Não;https://www.ifood.com.br/delivery/igarassu-pe/mjss-doceria-e-conveniencia-agamenon-magalhaes/396498a9-afe1-4b26-80cd-755e3edf4130;igarassu-pe;Novidade;Doces & Bolos;4.9 km;Fechado;R$ 10,99
Marrom Glacê;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/marrom-glace-timbo/d01a6d5b-057b-49e8-9e80-95fc7afa44d1;abreu-e-lima-pe;Novidade;Lanches;5.0 km;Fechado;R$ 8,99
Jr Bebidas;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/jr-bebidas-timbo/7ca25a3a-aa59-4fd2-83e6-c8c68f66b27d;abreu-e-lima-pe;Novidade;Bebidas;5.0 km;Fechado;R$ 12,49
Açaí Pioca Lanche e Janta;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/acai-pioca-lanche-e-janta-timbo/16bedc7c-3210-438a-85f0-46ec61e61894;abreu-e-lima-pe;-;Lanches;5.0 km;Fechado;R$ 8,99
Tata Amazonas;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/tata-amazonas-timbo/61ca6747-3e19-4b06-84f1-0da13f1fde95;abreu-e-lima-pe;-;Açaí;5.0 km;Fechado;R$ 11,99
Blue Burguer;Não;https://www.ifood.com.br/delivery/igarassu-pe/blue-burguer-centro/36d3a37d-7048-4ee7-ad85-0f4fb95dc99e;igarassu-pe;Novidade;Lanches;5.0 km;Fechado;R$ 10,00
The Family Pizza;Não;https://www.ifood.com.br/delivery/igarassu-pe/the-family-pizza-centro/62ed2a7e-74e3-47ea-b41f-ad853613eeca;igarassu-pe;Novidade;Pizza;5.0 km;Fechado;R$ 9,00
Estação Açaí;Não;https://www.ifood.com.br/delivery/igarassu-pe/estacao-acai-bela-vista/b7e083de-a199-4c26-be4f-9c76c4d595f1;igarassu-pe;Novidade;Açaí;5.0 km;Fechado;R$ 11,99
O Açaí do Amor;Não;https://www.ifood.com.br/delivery/igarassu-pe/o-acai-do-amor-sitio-dos-marcos/8ef1535e-c9a6-45b4-a3ba-58d8d14e88f1;igarassu-pe;4.8;Açaí;5.1 km;Fechado;R$ 11,99
