NomeLoja;LojaCampea;EnderecoWeb;Cidade;Estrelas;Segmento;Distancia;Tempo;Frete
Day Tavares Confeitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/day-tavares-confeitaria-planalto/5d575370-61f7-4604-8c2a-3268f86794db;abreu-e-lima-pe;Novidade;Doces & Bolos;5.1 km;Fechado;R$ 22,00
Dona Ione;Não;https://www.ifood.com.br/delivery/igarassu-pe/dona-ione-sitio-dos-marcos/b0e06b8e-aa40-486c-ad1a-c6aa3fd410f0;igarassu-pe;Novidade;Doces & Bolos;5.2 km;Fechado;R$ 11,99
Parmegiana;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/parmegiana-timbo/955f3294-3c94-47c0-b526-3d59398ae0b7;abreu-e-lima-pe;Novidade;Brasileira;5.2 km;Fechado;R$ 11,99
Sabor Nordestino;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sabor-nordestino-timbo/a20081d8-4159-45d7-bbe9-5d1847eea730;abreu-e-lima-pe;3.9;Brasileira;5.3 km;Fechado;Grátis
Dallas Burguers;Sim;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dallas-burguers-caetes-iii/c2a4418a-c91e-4f83-97f2-76a3d706187b;abreu-e-lima-pe;4.9;Lanches;5.3 km;Fechado;R$ 12,99
Doceria Pedacinhos do Céu;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/doceria-pedacinhos-do-ceu-caetes-i/e625e578-be72-4c2b-87f2-9f8147efac91;abreu-e-lima-pe;Novidade;Doces & Bolos;5.3 km;Fechado;R$ 13,49
Acai da Tay;Não;https://www.ifood.com.br/delivery/igarassu-pe/acai-da-tay-bela-vista/4a6ffb78-1e93-460d-91e5-3d7b2fe5feba;igarassu-pe;Novidade;Açaí;5.5 km;Fechado;R$ 12,99
Marize Melo Confeitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/marize-melo-confeitaria-caetes-iii/945e62e9-4002-449d-9543-8409de908d70;abreu-e-lima-pe;Novidade;Doces & Bolos;5.6 km;Fechado;R$ 12,99
Tassiane Doceria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/tassiane-doceria-caetes-iii/48777a30-8658-4a32-a448-49138018255e;abreu-e-lima-pe;Novidade;Doces & Bolos;5.7 km;Fechado;R$ 11,99
Nilda Lanches;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/nilda-lanches-caetes-i/589e4d34-99b2-4fce-8389-a8cd8c710d13;abreu-e-lima-pe;5.0;Lanches;5.7 km;Fechado;R$ 11,99
Restaurante Catarinense;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/restaurante-catarinense-timbo/f156985a-bbac-4cb4-b0d4-cd55c3bf1cfa;abreu-e-lima-pe;4.6;Brasileira;5.8 km;Fechado;R$ 12,99
Sabor Crazy Trufas;Não;https://www.ifood.com.br/delivery/igarassu-pe/sabor-crazy-trufas-sitio-dos-marcos/bebe1dec-c094-4af7-82b7-244cf499374d;igarassu-pe;Novidade;Doces & Bolos;5.8 km;Fechado;R$ 14,49
Quentinha Edkassia;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/quentinha-edkassia-caetes-i/875453b5-0566-430f-a391-29ac0b16ad01;abreu-e-lima-pe;Novidade;Brasileira;6.0 km;Fechado;R$ 14,99
Delicias da Faby;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/delicias-da-faby-caetes-i/d49fc0f6-71c2-4d37-9760-9b101edeb1d0;abreu-e-lima-pe;Novidade;Doces & Bolos;6.0 km;Fechado;R$ 11,99
Cantinho do Açaí Oficial;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/cantinho-do-acai-oficial-caetes-i/e822efa7-d200-48d3-bb07-f299ba160f31;abreu-e-lima-pe;Novidade;Açaí;6.0 km;Fechado;R$ 13,99
Zeus Hambugueria Gourmet;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/zeus-hambugueria-gourmet-caetes-i/09125f40-d754-4ea3-9339-2633bd7f32f0;abreu-e-lima-pe;Novidade;Lanches;6.0 km;Fechado;R$ 15,00
Delícias da Beca;Não;https://www.ifood.com.br/delivery/igarassu-pe/delicias-da-beca-tabatinga/c2593fc7-618c-4c26-8835-2f219b63d16b;igarassu-pe;5.0;Lanches;6.1 km;Fechado;R$ 13,99
Garagem Burguer;Não;https://www.ifood.com.br/delivery/igarassu-pe/garagem-burguer-tabatinga/eb0f8f28-6641-452a-9f25-98cc0f800b59;igarassu-pe;Novidade;Lanches;6.1 km;Fechado;R$ 14,99
Famintos Food;Não;https://www.ifood.com.br/delivery/igarassu-pe/famintos-food-tabatinga/d68eab95-469c-49c6-8b73-2925d0169626;igarassu-pe;-;Lanches;6.1 km;Fechado;R$ 7,99
Dutra's Sweets;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dutras-sweets-caetes-i/56211799-772a-4e06-9e18-78febf329902;abreu-e-lima-pe;Novidade;Doces & Bolos;6.1 km;Fechado;R$ 12,99
Doce Doceria_mda;Não;https://www.ifood.com.br/delivery/igarassu-pe/doce-doceriamda-tabatinga/493e07a4-8b48-4205-b76b-f19b54989fb3;igarassu-pe;Novidade;Doces & Bolos;6.1 km;Fechado;R$ 13,99
Family Confeitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/family-confeitaria-caetes-i/8eae7aa1-36e6-438b-bfc2-76cf0712929a;abreu-e-lima-pe;Novidade;Doces & Bolos;6.2 km;Fechado;R$ 12,99
Spettalhoes Bar e Restaurante;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/spettalhoes-bar-e-restaurante-caetes-i/d875910b-b194-47e7-8404-c08aa5d86de2;abreu-e-lima-pe;4.8;Brasileira;6.2 km;Fechado;R$ 13,99
Tia Cris Espetinhos & Comedoria;Não;https://www.ifood.com.br/delivery/igarassu-pe/tia-cris-espetinhos--comedoria-cortegada/0647e216-3b85-4c9a-bdda-b3ada77449b2;igarassu-pe;-;Brasileira;6.2 km;Fechado;R$ 19,98
Marmitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/marmitaria-caetes-i/31630552-befd-4f6a-b412-bbb77d5ce0c1;abreu-e-lima-pe;5.0;Brasileira;6.3 km;47-57 min;R$ 12,99
Dona Bela Confeitaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dona-bela-confeitaria-caetes-i/e0a30ab5-5ba2-41bc-9aa3-18c0b8de4a23;abreu-e-lima-pe;Novidade;Doces & Bolos;6.3 km;Fechado;R$ 13,99
Império Caetés;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/imperio-caetes-caetes-i/1e9b9b63-730d-48eb-869a-7367f1d43e5e;abreu-e-lima-pe;Novidade;Conveniência;6.3 km;Fechado;R$ 15,49
Summer Acaiteria;Sim;https://www.ifood.com.br/delivery/abreu-e-lima-pe/summer-acaiteria-caetes-ii/df49d437-4af9-4120-a8d4-ffd3033af298;abreu-e-lima-pe;4.9;Açaí;6.4 km;Fechado;R$ 12,00
Caldeirao Arretado;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/caldeirao-arretado-caetes-i/5fe5aa50-78a0-4bbb-8dfa-ebb13dfab6e4;abreu-e-lima-pe;Novidade;Brasileira;6.4 km;Fechado;R$ 9,00
Capitão Barca;Não;https://www.ifood.com.br/delivery/paulista-pe/capitao-barca-artur-lundgren-i/d347629d-d074-49ae-b7cc-def32091c415;paulista-pe;4.6;Lanches;6.5 km;Fechado;R$ 12,99
Summer Açaíteria Gourmet;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/summer-acaiteria-gourmet-caetes-ii/9b117297-dd16-43fe-8283-9f1e9b69eff0;abreu-e-lima-pe;Novidade;Açaí;6.5 km;Fechado;R$ 12,00
Delicias da Viic;Sim;https://www.ifood.com.br/delivery/paulista-pe/delicias-da-viic-arthur-lundgren-ii/2d34fab7-ae7f-4e5e-9b11-ed413c246d5c;paulista-pe;4.9;Doces & Bolos;6.5 km;Fechado;R$ 17,98
Doces de Maria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/doces-de-maria-caetes-ii/30a08aba-14c3-45ad-a3cf-c32b1a2a0823;abreu-e-lima-pe;Novidade;Doces & Bolos;6.5 km;Fechado;R$ 19,98
Restaurante da Charque;Não;https://www.ifood.com.br/delivery/paulista-pe/restaurante-da-charque-artur-lundgren-ii/fc0b394d-a7fc-4613-97a8-c4de51a225cd;paulista-pe;4.6;Nordestina;6.6 km;Fechado;R$ 17,98
Thays Sweets Gourmet;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/thays-sweets-gourmet-caetes-i/5c112f78-1a03-4b66-be08-76a5bcb5dc35;abreu-e-lima-pe;-;Doces & Bolos;6.6 km;Fechado;R$ 15,00
Erika Cake Design;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/erika-cake-design-caetes-i/a1adb558-36c0-4b8b-b9bc-28431003a9aa;abreu-e-lima-pe;Novidade;Doces & Bolos;6.7 km;Fechado;R$ 19,98
Sales Burguer Açai;Não;https://www.ifood.com.br/delivery/paulista-pe/sales-burguer-acai-arthur-lundgren-ii/830aa8af-a5f9-4b58-96c0-d47151ead634;paulista-pe;-;Lanches;6.7 km;Fechado;R$ 19,98
Seu Cabeça;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/seu-cabeca-caetes-ii/5c7c31db-d5a8-4540-b794-90d2fd6f065a;abreu-e-lima-pe;Novidade;Lanches;6.7 km;Fechado;R$ 19,98
Sr. Batata;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sr-batata-caetes-i/e837a88f-8991-47d8-a361-a055d601171e;abreu-e-lima-pe;Novidade;Lanches;6.7 km;Fechado;R$ 19,98
Sr. Batata;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/sr-batata-caetes-i/50b46bcc-ceea-48c3-9fe6-f368027840b3;abreu-e-lima-pe;Novidade;Lanches;6.7 km;Fechado;R$ 19,98
Maraka Burguer (arthur Lundgren Ii);Não;https://www.ifood.com.br/delivery/paulista-pe/maraka-burguer-arthur-lundgren-ii-artur-lundgren-ii/0bf3b5f3-b005-4e0f-89ae-cda58d7c6c78;paulista-pe;-;Lanches;6.8 km;Fechado;R$ 19,98
Rei do Almoço;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/rei-do-almoco-caetes-ii/7b24d6a5-0f69-47a5-80ef-1352df51df30;abreu-e-lima-pe;Novidade;Marmita;6.8 km;Fechado;R$ 19,98
Inbrasa Burguer;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/inbrasa-burguer-caetes-i/8516a5fb-fd45-4f85-8f21-45bd48cb4f76;abreu-e-lima-pe;-;Hambúrguer;6.9 km;Fechado;R$ 19,98
Turma da Pizza;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/turma-da-pizza-caetes-ii/c847fcf9-4227-4c28-89df-517e66d44a8b;abreu-e-lima-pe;Novidade;Pizza;6.9 km;Fechado;R$ 19,98
Carne Padrao;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/carne-padrao-caetes-ii/fe1e8111-a707-4504-906c-33874f9c76c0;abreu-e-lima-pe;Novidade;Brasileira;7.0 km;Fechado;R$ 19,98
Burger Grill;Não;https://www.ifood.com.br/delivery/paulista-pe/burger-grill-artur-lundgren-ii/6e96e03b-ee8c-406c-aee9-a1e1cc8d415c;paulista-pe;Novidade;Lanches;7.0 km;Fechado;R$ 17,48
King batata's gourmet ;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/king-batatas-gourmet-caetes-i/5d6bb7df-9429-4fe3-ace3-f66027121cfb;abreu-e-lima-pe;-;Lanches;7.1 km;Fechado;R$ 19,98
Dagoma Tapiocaria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/dagoma-tapiocaria-caetes-i/6114fbf4-9c08-4d22-bec8-7bb4758e0921;abreu-e-lima-pe;-;Lanches;7.1 km;Fechado;R$ 9,00
Acai Delicia;Não;https://www.ifood.com.br/delivery/paulista-pe/acai-delicia-arthur-lundgren-ii/dd980a97-c8dc-4521-8b32-50ba9242c6a3;paulista-pe;3.8;Açaí;7.1 km;Fechado;R$ 19,98
Vila Açaiteria;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/vila-acaiteria-caetes-i/3fd06fb1-b666-4ff5-b1a0-b5d8e60a7018;abreu-e-lima-pe;-;Açaí;7.2 km;Fechado;R$ 19,98
Barraca das bugigangas ;Não;https://www.ifood.com.br/delivery/paulista-pe/barraca-das-bugigangas-artur-lundgren-ii/4c51e340-c004-4eb2-8247-e12f27a3f85d;paulista-pe;Novidade;Bebidas;7.2 km;Fechado;R$ 12,49
Top Burguer Açai;Não;https://www.ifood.com.br/delivery/paulista-pe/top-burguer-acai-arthur-lundgren-ii/35676cdc-a20b-40e3-90e6-65c6ef6ad37f;paulista-pe;Novidade;Lanches;7.3 km;Fechado;R$ 19,98
Burger081;Não;https://www.ifood.com.br/delivery/paulista-pe/burger081-artur-lundgren-ii/8ac36693-ddba-40e0-818f-3f760756d09a;paulista-pe;Novidade;Lanches;7.3 km;Fechado;R$ 19,98
Aroma & Sabor Café da Manhã e Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/aroma--sabor-cafe-da-manha-e-lanches-artur-lundgren-ii/24206a52-2a2e-4fb7-b2cb-670825d1e2b1;paulista-pe;Novidade;Salgados;7.3 km;Fechado;R$ 19,98
Nado's Bar;Não;https://www.ifood.com.br/delivery/paulista-pe/nados-bar-artur-lundgren-i/bc039180-4efb-493e-9316-95fb95e0af5c;paulista-pe;3.4;Brasileira;7.3 km;Fechado;R$ 19,98
Black Burguer;Não;https://www.ifood.com.br/delivery/abreu-e-lima-pe/black-burguer-caetes-ii/6df504c7-7d6e-4ef5-95aa-947b9a4f09ff;abreu-e-lima-pe;Novidade;Lanches;7.3 km;Fechado;R$ 19,98
MASSAS VULSINI;Não;https://www.ifood.com.br/delivery/paulista-pe/massas-vulsini-artur-lundgren-i/6eada5d3-623d-4989-928f-94772c40ec5e;paulista-pe;4.3;Italiana;7.4 km;Fechado;R$ 19,98
Cantinho dos Brander;Não;https://www.ifood.com.br/delivery/paulista-pe/cantinho-dos-brander-artur-lundgren-i/beea7ea8-7657-4656-a9ec-fc07f3ecb049;paulista-pe;Novidade;Lanches;7.5 km;Fechado;R$ 19,98
Flixgellatos;Não;https://www.ifood.com.br/delivery/paulista-pe/flixgellatos-artur-lundgren-ii/ad28e587-0e26-4168-99bd-a4b641d313ab;paulista-pe;Novidade;Sorvetes;7.5 km;Fechado;R$ 19,98
Doce Laranja Confeitaria;Não;https://www.ifood.com.br/delivery/paulista-pe/doce-laranja-confeitaria-artur-lundgren-ii/0724204f-960a-4492-854e-08be3e1aea07;paulista-pe;Novidade;Doces & Bolos;7.5 km;Fechado;R$ 22,99
Villa Burguer Paulista;Não;https://www.ifood.com.br/delivery/paulista-pe/villa-burguer-paulista-artur-lundgren-i/ec34c8cb-a684-45b4-a669-4c9beb22b08b;paulista-pe;Novidade;Lanches;7.5 km;Fechado;R$ 22,99
Salt Hamburgueria;Não;https://www.ifood.com.br/delivery/paulista-pe/salt-hamburgueria-artur-lundgren-i/2b188d80-79ee-4cb2-a91f-9cafad6f80e1;paulista-pe;Novidade;Lanches;7.6 km;Fechado;R$ 22,99
Milk Shake Mix Paulista;Não;https://www.ifood.com.br/delivery/paulista-pe/milk-shake-mix-paulista-paratibe/da5555dc-6857-416f-b5c4-49191c68707d;paulista-pe;-;Lanches;7.6 km;Fechado;R$ 22,99
Cristo Rei Mercearia e Lanches;Não;https://www.ifood.com.br/delivery/paulista-pe/cristo-rei-mercearia-e-lanches-nossa-senhora-da-conceicao/f3f744c6-06bf-4b9f-864b-2fb2e3d25bbb;paulista-pe;Novidade;Açaí;7.6 km;Fechado;R$ 22,99
Point do Açaí Lanchonete;Não;https://www.ifood.com.br/delivery/paulista-pe/point-do-acai-lanchonete-artur-lundgren-i/71088bf5-c03d-47f3-9cbb-e618f7e6b46b;paulista-pe;-;Açaí;7.6 km;Fechado;R$ 22,99
Delicias Food;Não;https://www.ifood.com.br/delivery/paulista-pe/delicias-food-artur-lundgren-i/25bac7d1-56a5-498e-84c3-1c589941670f;paulista-pe;Novidade;Brasileira;7.8 km;Fechado;R$ 22,99
Lili Pedrosa Confeitaria ;Não;https://www.ifood.com.br/delivery/paulista-pe/lili-pedrosa-confeitaria-nossa-senhora-da-conceicao/3e3018d6-4d5a-4ace-8569-514fda923106;paulista-pe;-;Doces & Bolos;7.8 km;Fechado;R$ 22,99
Rainhas do  Petisco;Não;https://www.ifood.com.br/delivery/paulista-pe/rainhas-do--petisco-nossa-senhora-da-conceicao/cf8a801f-2e1d-4f96-a7fd-23136f8e54dd;paulista-pe;Novidade;Carnes;7.8 km;Fechado;R$ 22,99
King Esfiha;Não;https://www.ifood.com.br/delivery/paulista-pe/king-esfiha-artur-lundgren-i/e8f844ce-8048-4ac4-a0e7-f3298b3bfbc7;paulista-pe;-;Árabe;7.8 km;Fechado;R$ 10,99
Delicias da Maria;Não;https://www.ifood.com.br/delivery/paulista-pe/delicias-da-maria-nossa-senhora-do-o/0cc07072-103a-4422-b10a-da13e7976b45;paulista-pe;Novidade;Doces & Bolos;7.8 km;Fechado;R$ 22,99
Burguer Mania;Não;https://www.ifood.com.br/delivery/paulista-pe/burguer-mania-paratibe/1479d71e-ea32-4047-a340-e9592e7c3a98;paulista-pe;Novidade;Lanches;7.9 km;Fechado;R$ 22,99
Mercearia e Depósito de Bebidas Empório;Não;https://www.ifood.com.br/delivery/paulista-pe/mercearia-e-deposito-de-bebidas-emporio-artur-lundgren-ii/bb9c68a9-d061-405b-a63e-ad044ebe7f75;paulista-pe;Novidade;Brasileira;8.0 km;Fechado;R$ 22,99
Sweet Dreams;Não;https://www.ifood.com.br/delivery/paulista-pe/sweet-dreams-artur-lundgren-i/7c1bad2a-aeaf-474f-9479-cd0a0302fff0;paulista-pe;Novidade;Lanches;8.0 km;Fechado;R$ 22,99
Ze da Coxinha;Não;https://www.ifood.com.br/delivery/paulista-pe/ze-da-coxinha-nossa-senhora-da-conceicao/62dd8d42-6d34-4f0d-9b76-ea38c80dfd02;paulista-pe;3.9;Salgados;8.0 km;Fechado;R$ 22,99
Universo dos Bolos;Não;https://www.ifood.com.br/delivery/paulista-pe/universo-dos-bolos-nossa-senhora-da-conceicao/b58123fd-6ff4-43e9-9049-3ee540f26954;paulista-pe;-;Lanches;8.0 km;Fechado;R$ 22,99
Ana Maria Doces e Salgados;Não;https://www.ifood.com.br/delivery/paulista-pe/ana-maria-doces-e-salgados-paratibe/7a116a3f-aaf4-4f2a-b301-e50aabfe16d0;paulista-pe;Novidade;Salgados;8.0 km;Fechado;R$ 22,99
Canto do Açaí;Não;https://www.ifood.com.br/delivery/paulista-pe/canto-do-acai-paratibe/3302a055-5c00-4dcd-815b-581dbbe12c82;paulista-pe;4.0;Açaí;8.0 km;Fechado;R$ 19,98
Pastel Tend Tudo;Não;https://www.ifood.com.br/delivery/paulista-pe/pastel-tend-tudo-nossa-senhora-da-conceicao/09fe77be-4b9c-4dde-b1b0-bbe8889b35ed;paulista-pe;4.0;Pastel;8.1 km;Fechado;R$ 22,99
Milli Aguiar Sonho em Arte;Não;https://www.ifood.com.br/delivery/paulista-pe/milli-aguiar-sonho-em-arte-nossa-senhora-da-conceicao/93c2c37a-7380-4372-8dbf-7cc8c494a09b;paulista-pe;Novidade;Lanches;8.1 km;Fechado;R$ 22,99
Pudim Divino;Não;https://www.ifood.com.br/delivery/paulista-pe/pudim-divino-nossa-senhora-da-conceicao/6ad325b4-6e03-4734-a851-6a2cbfeb560a;paulista-pe;4.5;Doces & Bolos;8.1 km;Fechado;R$ 22,99
Prensadão da Hora;Não;https://www.ifood.com.br/delivery/paulista-pe/prensadao-da-hora-paratibe/f1fde739-5dff-4901-91b8-5b62f74f2e12;paulista-pe;Novidade;Lanches;8.1 km;Fechado;R$ 22,99
Tempero da Sheila;Não;https://www.ifood.com.br/delivery/paulista-pe/tempero-da-sheila-nossa-senhora-do-o/6bff2fa2-aa8b-4c3b-812b-52746b1eafe0;paulista-pe;Novidade;Brasileira;8.2 km;Fechado;R$ 22,99
Amandita Gourmet;Não;https://www.ifood.com.br/delivery/paulista-pe/amandita-gourmet-paratibe/a8521a66-68f5-4c73-bf69-4ab12c0e968b;paulista-pe;-;Sorvetes;8.2 km;Fechado;R$ 22,99
Doces da Lua;Não;https://www.ifood.com.br/delivery/paulista-pe/doces-da-lua-paratibe/1b1a785c-b7f1-41a1-95b8-201666806172;paulista-pe;Novidade;Doces & Bolos;8.2 km;Fechado;R$ 22,99
Comedoria Paratibe;Não;https://www.ifood.com.br/delivery/paulista-pe/comedoria-paratibe-paratibe/db6d871d-3742-4eee-b526-0033e24d71d1;paulista-pe;Novidade;Lanches;8.2 km;Fechado;R$ 22,99
Hamburgueria das Praias;Não;https://www.ifood.com.br/delivery/paulista-pe/hamburgueria-das-praias-nossa-senhora-da-conceicao/e4e79452-1d64-4bf6-828a-64ed194fc7a7;paulista-pe;-;Hambúrguer;8.2 km;Fechado;R$ 22,99
Doceria da Vó Zinha;Não;https://www.ifood.com.br/delivery/paulista-pe/doceria-da-vo-zinha-pau-amarelo/00fff7b7-d2c6-42b3-bbb4-79a23decac03;paulista-pe;5.0;Doces & Bolos;8.3 km;Fechado;R$ 22,99
Cake Deli Rapha Lucena;Não;https://www.ifood.com.br/delivery/paulista-pe/cake-deli-rapha-lucena-nossa-senhora-da-conceicao/f9f1acd6-605c-4c8b-902c-2e2d58b52ff6;paulista-pe;Novidade;Doces & Bolos;8.3 km;Fechado;R$ 22,99
